Year,Month,Time,Count,Lat,Lng
2006,5,3,0,18.7756318,100.7730417
2006,5,1,2.0,45.6554972,-73.5097469
2006,5,3,2.0,45.5252294,-73.5750358
2006,5,1,2.0,45.550761,-73.60235399999999
2006,5,1,1.0,45.4484151,-73.7520074
2006,5,3,4.0,45.5388329,-73.6155885
2006,5,1,7.0,45.5098244,-73.5672185
2006,5,2,2.0,45.5492049,-73.5961863
2006,5,1,1.0,45.5799883,-73.54471339999999
2006,5,2,1.0,45.5530815,-73.6011311
2006,5,2,6.0,45.5233556,-73.5822404
2006,5,2,1.0,45.51551070000001,-73.5555663
2006,5,1,1.0,45.5339828,-73.7049366
2006,5,1,1.0,45.5276044,-73.71293969999999
2006,5,3,6.0,45.5340065,-73.6049968
2006,5,1,2.0,45.6053572,-73.5533537
2006,5,1,1.0,45.52292689999999,-73.57386079999999
2006,5,2,1.0,45.5406829,-73.587831
2006,5,2,2.0,45.5367136,-73.6025253
2006,5,2,10,45.5125638,-73.5549597
2006,5,1,1.0,45.6533403,-73.50788039999999
2006,5,3,1.0,45.4553696,-73.5676881
2006,5,2,6.0,45.4901223,-73.5857529
2006,5,3,2.0,45.5453011,-73.5765828
2006,5,2,1.0,45.5751783,-73.6284897
2006,5,3,1.0,45.53611919999999,-73.60307399999999
2006,5,2,3.0,45.5899224,-73.53905809999999
2006,5,1,1.0,45.5248724,-73.7011052
2006,5,3,1.0,45.5971645,-73.5631956
2006,5,1,2.0,45.5787013,-73.61877539999999
2006,5,3,1.0,45.5262184,-73.5942475
2006,5,3,1.0,45.5260998,-73.5746953
2006,5,2,1.0,45.6061073,-73.6165979
2006,5,3,3.0,45.5204072,-73.5975892
2006,5,1,3.0,45.50478469999999,-73.5771511
2006,5,1,3.0,45.5310771,-73.5859715
2006,5,3,5.0,45.5340065,-73.6049968
2006,5,2,2.0,45.577672,-73.572726
2006,5,2,1.0,45.5181783,-73.71524389999999
2006,5,2,2.0,45.5312336,-73.5688497
2006,6,3,2.0,45.5031151,-73.8398165
2006,6,2,2.0,45.52111379999999,-73.5623664
2006,6,2,6.0,45.5126716,-73.5736441
2006,6,1,3.0,45.50112670000001,-73.5772947
2006,6,1,1.0,45.5352187,-73.5616223
2006,6,3,1.0,45.5218979,-73.6269586
2006,6,1,4.0,45.5625766,-73.6623028
2006,6,1,4.0,45.559342,-73.6512406
2006,6,3,4.0,45.5277948,-73.6067475
2006,6,3,4.0,45.5277948,-73.6067475
2006,6,3,3.0,45.5036209,-73.5740155
2006,6,3,1.0,45.4805936,-73.5560868
2006,6,2,3.0,45.5042904,-73.5627124
2006,6,3,3.0,45.5366687,-73.5977994
2006,6,2,1.0,45.5294293,-73.5460391
2006,6,2,1.0,45.5545203,-73.5863547
2006,6,3,10,45.548024,-73.62534389999999
2006,6,1,1.0,45.4785322,-73.5795827
2006,6,2,1.0,45.63846230000001,-73.5932868
2006,6,3,1.0,45.4585776,-73.6454935
2006,6,3,1.0,45.43442539999999,-73.8508356
2006,6,3,2.0,45.5765739,-73.57723829999999
2006,6,1,1.0,45.5312527,-73.55428599999999
2006,6,3,1.0,45.6981252,-73.4878102
2006,6,1,3.0,45.5374565,-73.577339
2006,6,2,4.0,45.5258308,-73.5904085
2006,6,1,10,45.5146463,-73.5596692
2006,6,2,1.0,45.46225039999999,-73.7226511
2006,6,1,1.0,45.563343,-73.662019
2006,6,2,1.0,45.469976,-73.82438599999999
2006,6,3,6.0,45.5340715,-73.61887089999999
2006,6,3,3.0,45.5372419,-73.5839369
2006,6,3,4.0,45.5200396,-73.574632
2006,6,1,1.0,45.4654323,-73.57871659999999
2006,6,1,4.0,45.5207589,-73.6065917
2006,6,3,7.0,45.5082798,-73.5648073
2006,6,2,4.0,45.5133643,-73.57303030000001
2006,6,2,1.0,45.5188985,-73.5636809
2006,6,3,7.0,45.504798,-73.5878419
2006,6,1,3.0,45.5377707,-73.6015591
2006,6,3,1.0,45.5812533,-73.6248941
2006,6,2,1.0,45.63853049999999,-73.4928584
2006,6,3,1.0,45.626233,-73.596642
2006,6,3,10,45.5279446,-73.5639477
2006,6,1,2.0,45.5745699,-73.6589138
2006,6,2,2.0,45.4975376,-73.566002
2006,6,1,7.0,45.5152797,-73.579105
2006,6,1,2.0,45.454185,-73.69717419999999
2006,6,1,5.0,45.5153089,-73.56108429999999
2006,6,1,10,45.5146463,-73.5596692
2006,6,1,4.0,45.5371333,-73.6119068
2006,6,1,1.0,45.5455209,-73.6347444
2006,6,2,2.0,45.50066899999999,-73.66760599999999
2006,6,1,6.0,45.5749798,-73.5844851
2006,6,3,1.0,45.4993227,-73.5696754
2006,6,2,1.0,45.5318665,-73.70764
2006,6,3,3.0,45.5816628,-73.5858183
2006,6,2,1.0,45.6047954,-73.550046
2006,6,2,1.0,45.472082,-73.61234999999999
2006,6,2,10,45.5305395,-73.5694951
2006,6,3,1.0,45.5949114,-73.5815873
2006,6,1,1.0,45.5754003,-73.5872637
2006,6,1,1.0,45.5814742,-73.6403856
2006,6,1,2.0,45.475707,-73.6374051
2006,6,1,1.0,45.5564916,-73.5795036
2006,6,3,2.0,45.5008597,-73.6321885
2006,6,1,2.0,45.5497392,-73.6005237
2006,6,3,1.0,45.5928542,-73.5577721
2006,6,2,2.0,45.5513353,-73.6073811
2006,6,1,1.0,45.51761,-73.5592398
2006,6,3,2.0,45.5507407,-73.613394
2006,6,1,2.0,45.5474267,-73.5385538
2006,6,1,2.0,45.5474267,-73.5385538
2006,6,2,2.0,45.4417979,-73.7313831
2006,6,2,2.0,45.5175663,-73.5886699
2006,6,2,3.0,45.4804639,-73.5767394
2006,6,2,1.0,18.7756318,100.7730417
2006,6,1,4.0,45.5351301,-73.5651317
2006,6,2,1.0,45.4914579,-73.5846303
2006,6,3,2.0,45.5160269,-73.59908039999999
2006,6,2,1.0,45.4319403,-73.6471251
2006,6,1,1.0,45.516209,-73.627078
2006,6,1,2.0,45.4952528,-73.63960209999999
2006,6,3,1.0,45.5357438,-73.65406800000001
2006,6,1,1.0,45.5262263,-73.5862266
2006,6,3,10,45.5125638,-73.5549597
2006,6,3,3.0,45.4818334,-73.5784116
2006,6,3,3.0,45.5471831,-73.5856684
2006,6,3,2.0,45.5757419,-73.5828111
2006,6,1,1.0,45.4839305,-73.5579792
2006,6,2,10,45.4855937,-73.5805917
2006,6,1,1.0,45.5396126,-73.6050265
2006,6,3,4.0,45.5393145,-73.60505959999999
2006,6,1,1.0,45.5547704,-73.6611161
2006,6,1,2.0,45.515918,-73.5652419
2006,6,3,7.0,45.5082798,-73.5648073
2006,6,2,5.0,45.5228917,-73.58056499999999
2006,6,2,3.0,45.519044,-73.588261
2006,6,1,1.0,45.5068925,-73.5572832
2006,6,2,1.0,45.55888179999999,-73.59829479999999
2006,6,3,1.0,45.5402885,-73.63529559999999
2006,6,1,1.0,45.5273739,-73.5556608
2006,6,3,1.0,45.484912,-73.64626729999999
2006,6,3,2.0,45.43364529999999,-73.6912803
2006,6,3,1.0,45.4821622,-73.8621569
2006,6,1,2.0,45.5207889,-73.57917069999999
2006,6,3,2.0,45.5745699,-73.6589138
2006,6,3,2.0,45.5363052,-73.64540600000001
2006,6,3,1.0,45.5175902,-73.55136449999999
2006,6,1,1.0,45.4814347,-73.608784
2006,6,2,1.0,45.6126846,-73.5495868
2006,6,2,1.0,45.522848,-73.5811709
2006,6,2,3.0,45.5219033,-73.5939176
2006,6,1,1.0,45.4961233,-73.6210626
2006,6,2,0,18.7756318,100.7730417
2006,6,2,3.0,45.5932661,-73.52452989999999
2006,6,1,1.0,45.6252704,-73.6247546
2006,6,2,4.0,45.6066623,-73.6198458
2006,6,1,3.0,45.5031156,-73.5737877
2006,6,2,1.0,45.49348879999999,-73.6357553
2006,6,2,1.0,45.5821906,-73.63132929999999
2006,6,3,1.0,45.5356872,-73.6655107
2006,6,3,1.0,45.5133974,-73.6487635
2006,6,2,4.0,45.4986506,-73.5703057
2006,6,3,1.0,45.4989892,-73.6478715
2006,6,1,1.0,45.5747097,-73.5481219
2006,6,3,2.0,45.49995029999999,-73.5733118
2006,6,2,2.0,45.5830522,-73.58772979999999
2006,6,2,4.0,45.4316191,-73.6311594
2006,6,2,10,45.4711134,-73.56320699999999
2006,6,3,1.0,45.53217,-73.6104012
2006,6,3,1.0,45.457833,-73.86409499999999
2006,7,2,1.0,45.5212584,-73.53866579999999
2006,7,3,6.0,45.50361179999999,-73.5748225
2006,7,3,2.0,45.5181475,-73.5585499
2006,7,1,2.0,45.4679099,-73.6297946
2006,7,2,1.0,45.4736848,-73.86900349999999
2006,7,2,1.0,45.5807819,-73.5276007
2006,7,2,2.0,45.5823153,-73.543758
2006,7,2,1.0,45.489011,-73.58602309999999
2006,7,1,1.0,45.466381,-73.63919419999999
2006,7,3,7.0,45.5260459,-73.5998101
2006,7,1,1.0,45.5365183,-73.7013968
2006,7,3,2.0,45.4311014,-73.61904070000001
2006,7,2,4.0,45.4323629,-73.629903
2006,7,2,1.0,45.5716379,-73.59830459999999
2006,7,1,1.0,45.4474589,-73.61018100000001
2006,7,3,1.0,45.5863848,-73.61110819999999
2006,7,1,1.0,45.4289452,-73.6089853
2006,7,3,1.0,45.6233456,-73.5769753
2006,7,3,1.0,45.4389566,-73.7395829
2006,7,1,1.0,45.556624,-73.5302422
2006,7,2,1.0,45.6437977,-73.5969029
2006,7,1,1.0,45.5529525,-73.54383159999999
2006,7,3,1.0,45.5389379,-73.6979013
2006,7,1,1.0,45.4318629,-73.6774848
2006,7,3,1.0,45.5019608,-73.8151577
2006,7,3,2.0,45.5307481,-73.5630358
2006,7,3,1.0,45.4864431,-73.8625067
2006,7,3,1.0,45.4575109,-73.79102
2006,7,1,1.0,45.6979876,-73.808133
2006,7,1,1.0,45.5577709,-73.5990307
2006,7,2,2.0,45.54471969999999,-73.6106508
2006,7,3,1.0,45.64389,-73.5732735
2006,7,3,10,45.5146463,-73.5596692
2006,7,2,1.0,45.5467684,-73.6372942
2006,7,1,1.0,45.61287309999999,-73.623032
2006,7,1,1.0,45.5469675,-73.6423533
2006,7,1,1.0,45.4205462,-73.63014199999999
2006,7,3,6.0,45.4596332,-73.5791236
2006,7,2,4.0,45.526122,-73.5628385
2006,7,1,1.0,45.4856184,-73.6457788
2006,7,2,1.0,45.5975758,-73.54910819999999
2006,7,2,1.0,45.5420468,-73.5507933
2006,7,3,1.0,45.5019802,-73.5740572
2006,7,1,1.0,45.478558,-73.6290175
2006,7,3,9.0,45.5193979,-73.5804406
2006,7,2,3.0,45.5372419,-73.5839369
2006,7,1,1.0,45.5274753,-73.57247459999999
2006,7,1,1.0,45.601563,-73.63487289999999
2006,7,3,1.0,45.4251087,-73.6235866
2006,7,2,3.0,45.5137961,-73.6322977
2006,7,3,10,45.5502703,-73.6293019
2006,7,1,2.0,45.5446526,-73.5905483
2006,7,2,1.0,45.54355839999999,-73.54482829999999
2006,7,2,1.0,45.497555,-73.6593055
2006,7,1,1.0,45.6314351,-73.59038360000001
2006,7,2,1.0,45.6263818,-73.5015356
2006,7,3,2.0,45.5297062,-73.5608089
2006,7,2,1.0,45.5695582,-73.5833277
2006,7,1,1.0,45.5101581,-73.565692
2006,7,2,6.0,45.5264063,-73.5734892
2006,7,1,0,18.7756318,100.7730417
2006,7,3,2.0,45.5990711,-73.6120071
2006,7,3,2.0,45.4418681,-73.6864677
2006,7,1,4.0,45.4986506,-73.5703057
2006,7,3,1.0,45.4675286,-73.6464021
2006,7,2,1.0,45.4630888,-73.5735048
2006,7,1,2.0,45.5246885,-73.5649892
2006,7,1,2.0,45.59121,-73.5794219
2006,7,2,1.0,45.4758197,-73.6022668
2006,7,2,1.0,45.5022247,-73.5641778
2006,7,3,1.0,45.447547,-73.60892199999999
2006,7,2,1.0,45.5631238,-73.6067024
2006,7,1,2.0,45.521645,-73.5850093
2006,7,1,5.0,45.5043722,-73.5740757
2006,7,3,1.0,45.6325748,-73.6135424
2006,7,1,1.0,45.4608474,-73.867533
2006,7,2,4.0,45.5201739,-73.5717076
2006,7,3,2.0,45.50134190000001,-73.57160259999999
2006,7,1,4.0,45.5251274,-73.5910102
2006,7,2,4.0,45.5289492,-73.5878
2006,7,1,4.0,45.5289492,-73.5878
2006,7,3,3.0,45.5052799,-73.5647705
2006,7,2,6.0,45.50361179999999,-73.5748225
2006,7,3,3.0,45.544753,-73.6000952
2006,7,1,3.0,45.5204072,-73.5975892
2006,7,3,1.0,45.5928598,-73.6445822
2006,7,3,4.0,45.524297,-73.5758961
2006,7,2,1.0,45.45429310000001,-73.5952271
2006,7,3,1.0,45.4443817,-73.740599
2006,7,2,3.0,45.54567,-73.5872569
2006,7,2,3.0,45.50320199999999,-73.5805571
2006,7,2,5.0,45.532793,-73.567376
2006,7,1,2.0,45.4979538,-73.62012090000002
2006,7,1,1.0,45.5892756,-73.6457873
2006,7,2,1.0,45.5892756,-73.6457873
2006,7,1,1.0,45.496162,-73.6553826
2006,7,2,1.0,45.5475441,-73.5418748
2006,7,1,1.0,45.5308132,-73.5918597
2006,7,3,1.0,45.7940348,-74.0113263
2006,7,2,1.0,45.6096753,-73.6333923
2006,7,1,2.0,45.5787013,-73.61877539999999
2006,7,2,3.0,45.52212,-73.5492885
2006,7,2,9.0,45.5193979,-73.5804406
2006,7,1,6.0,45.4743143,-73.6088418
2006,7,1,3.0,45.5152469,-73.59063689999999
2006,7,3,3.0,45.4989666,-73.5794019
2006,7,2,1.0,45.4255783,-73.6032776
2006,7,3,2.0,45.4792467,-73.57555529999999
2006,7,2,1.0,45.54867420000001,-73.54236999999999
2006,7,1,1.0,45.5097703,-73.5509026
2006,7,2,1.0,45.497147,-73.827131
2006,7,3,2.0,45.5031151,-73.8398165
2006,7,3,1.0,45.5094139,-73.69744949999999
2006,7,2,2.0,45.5659162,-73.646725
2006,7,3,2.0,45.5955843,-73.6284728
2006,7,2,6.0,45.4743143,-73.6088418
2006,7,1,1.0,45.509949,-73.613276
2006,7,2,3.0,45.5480534,-73.5404918
2006,8,2,7.0,45.504798,-73.5878419
2006,8,3,2.0,45.5815039,-73.62601
2006,8,3,1.0,45.5454076,-73.5618918
2006,8,3,1.0,45.55364489999999,-73.5342455
2006,8,3,4.0,45.501824,-73.5765955
2006,8,3,1.0,45.66658169999999,-73.50000349999999
2006,8,2,1.0,45.5813559,-73.53096699999999
2006,8,1,1.0,45.4932243,-73.84998039999999
2006,8,3,1.0,45.4631915,-73.5970904
2006,8,3,1.0,45.5344926,-73.7043024
2006,8,2,4.0,45.54914249999999,-73.6271283
2006,8,2,1.0,45.473063,-73.5957796
2006,8,1,1.0,45.59148,-73.5972665
2006,8,1,5.0,45.5662629,-73.5888502
2006,8,1,1.0,45.5432527,-73.7040221
2006,8,2,1.0,45.4639734,-73.64127979999999
2006,8,1,2.0,45.5325401,-73.57164449999999
2006,8,1,2.0,45.5875539,-73.6102172
2006,8,1,3.0,45.5252576,-73.59942149999999
2006,8,1,3.0,45.4773071,-73.6053653
2006,8,3,1.0,45.57503819999999,-73.6107589
2006,8,3,2.0,45.5391116,-73.61390700000001
2006,8,1,1.0,45.601942,-73.575465
2006,8,3,2.0,45.56780130000001,-73.58001329999999
2006,8,2,1.0,45.57516469999999,-73.5516757
2006,8,1,6.0,45.5264063,-73.5734892
2006,8,3,2.0,45.55741159999999,-73.61409019999999
2006,8,2,2.0,45.5302789,-73.5770908
2006,8,1,2.0,45.5003272,-73.5713887
2006,8,1,1.0,45.5894928,-73.6379182
2006,8,1,2.0,45.533416,-73.580429
2006,8,3,1.0,45.5560066,-73.6161966
2006,8,3,2.0,45.5735859,-73.574964
2006,8,3,2.0,45.5735859,-73.574964
2006,8,1,1.0,45.4873182,-73.8303117
2006,8,3,1.0,45.5654496,-73.5923542
2006,8,2,1.0,45.5536602,-73.57519839999999
2006,8,2,10,45.5502703,-73.6293019
2006,8,3,1.0,45.4540604,-73.58564059999999
2006,8,3,3.0,45.50320199999999,-73.5805571
2006,8,1,4.0,45.5182105,-73.58810299999999
2006,8,2,1.0,45.5120702,-73.67186149999999
2006,8,1,2.0,45.5245402,-73.5823625
2006,8,1,1.0,45.551218,-73.5856794
2006,8,1,6.0,45.5182823,-73.57033229999999
2006,8,2,7.0,45.5098244,-73.5672185
2006,8,2,1.0,45.5520735,-73.6663221
2006,8,3,1.0,45.4572781,-73.5675171
2006,8,3,1.0,45.4913519,-73.59777509999999
2006,8,2,4.0,45.5442432,-73.581006
2006,8,3,2.0,45.55133,-73.60402700000002
2006,8,2,1.0,45.434694,-73.8499135
2006,8,1,6.0,45.5268962,-73.5899091
2006,8,3,1.0,45.5162428,-73.58979649999999
2006,8,3,2.0,45.5104569,-73.5686396
2006,8,2,3.0,45.5390541,-73.5616126
2006,8,2,1.0,45.5372851,-73.6184071
2006,8,2,1.0,45.4820435,-73.5749159
2006,8,2,4.0,45.52263500000001,-73.56130089999999
2006,8,2,2.0,45.5435241,-73.6479284
2006,8,1,2.0,45.4997543,-73.74815679999999
2006,8,2,3.0,45.5075838,-73.5753509
2006,8,1,4.0,45.5611413,-73.6573676
2006,8,2,2.0,45.5573194,-73.5939959
2006,8,2,1.0,45.5880158,-73.64842349999999
2006,8,2,4.0,45.5975271,-73.5702565
2006,8,3,1.0,45.5359522,-73.56136
2006,8,1,1.0,45.4888097,-73.5837394
2006,8,2,2.0,45.524809,-73.627634
2006,8,2,1.0,45.5335031,-73.6157423
2006,8,1,2.0,45.5331324,-73.5793949
2006,8,1,1.0,45.4319652,-73.6317694
2006,8,2,7.0,45.5180829,-73.5640537
2006,8,2,1.0,45.49876039999999,-73.9182955
2006,8,3,1.0,45.4366215,-73.6136643
2006,8,1,0,18.7756318,100.7730417
2006,8,1,4.0,45.5155862,-73.5804237
2006,8,2,4.0,45.4401254,-73.6319247
2006,8,3,9.0,45.5258785,-73.55942830000001
2006,8,1,2.0,45.5966715,-73.5119347
2006,8,1,3.0,45.4577749,-73.5676826
2006,8,3,1.0,45.53239929999999,-73.6064714
2006,8,2,1.0,45.4876118,-73.64387769999999
2006,8,2,1.0,45.4661029,-73.84909499999999
2006,8,2,2.0,45.5908746,-73.52602
2006,8,1,2.0,45.5213967,-73.61373139999999
2006,8,2,1.0,45.6069807,-73.5100697
2006,8,3,1.0,45.6028875,-73.51977049999999
2006,8,1,1.0,45.461804,-73.5847323
2006,8,3,1.0,45.570965,-73.5413584
2006,8,1,2.0,45.5107268,-73.5669899
2006,8,3,3.0,45.5495084,-73.5417465
2006,8,2,2.0,45.6199296,-73.6327398
2006,8,1,1.0,45.52182759999999,-73.5781815
2006,8,2,2.0,45.5093306,-73.5708191
2006,8,3,1.0,45.6114892,-73.5463314
2006,8,1,2.0,45.5441504,-73.6006385
2006,8,2,4.0,45.5410492,-73.6129742
2006,8,3,1.0,45.5178436,-73.6198419
2006,8,3,1.0,45.4458536,-73.5920381
2006,8,1,6.0,45.5325551,-73.6005615
2006,8,1,1.0,45.6024438,-73.53143639999999
2006,8,3,1.0,45.473515,-73.609596
2006,8,1,2.0,45.516821,-73.5828337
2006,8,1,2.0,45.5450588,-73.6202189
2006,8,1,1.0,45.5528519,-73.5561578
2006,8,1,10,45.4710891,-73.5638792
2006,8,2,2.0,45.5182271,-73.5812756
2006,8,1,1.0,45.5347188,-73.5695707
2006,8,1,1.0,43.9755453,-79.23433949999999
2006,8,1,3.0,45.4728931,-73.5625482
2006,8,1,1.0,45.6404277,-73.5933328
2006,9,2,2.0,45.4624489,-73.57937369999999
2006,9,3,3.0,45.5518697,-73.6305146
2006,9,1,1.0,45.5532693,-73.61898359999999
2006,9,1,3.0,45.4578672,-73.5674635
2006,9,2,2.0,45.4637446,-73.6289014
2006,9,2,3.0,45.5964904,-73.53498239999999
2006,9,3,2.0,45.5119985,-73.56967019999999
2006,9,1,10,45.5125638,-73.5549597
2006,9,2,1.0,45.5048974,-73.5567035
2006,9,2,1.0,45.4633682,-73.6466325
2006,9,3,1.0,45.5246339,-73.5864301
2006,9,3,2.0,45.51059240000001,-73.5653318
2006,9,2,2.0,45.5704334,-73.5509762
2006,9,2,3.0,45.510319,-73.57500329999999
2006,9,1,2.0,45.437434,-73.6178393
2006,9,2,1.0,45.5098819,-73.6241008
2006,9,1,1.0,45.5112841,-73.56679270000001
2006,9,1,1.0,45.5270298,-73.602614
2006,9,3,1.0,45.45242710000001,-73.58230859999999
2006,9,2,2.0,45.5368436,-73.5779082
2006,9,2,2.0,45.4694692,-73.5887205
2006,9,1,1.0,45.475723,-73.5895609
2006,9,2,3.0,45.5201832,-73.56294559999999
2006,9,3,2.0,45.6164484,-73.5948875
2006,9,3,1.0,45.527904,-73.6033331
2006,9,3,2.0,45.5867367,-73.6275385
2006,9,1,1.0,45.4338252,-73.6882882
2006,9,2,1.0,45.5443917,-73.5436476
2006,9,3,1.0,45.4776925,-73.57225059999999
2006,9,3,1.0,45.5308465,-73.63601539999999
2006,9,1,1.0,45.5069434,-73.5806368
