annee,DT_ACCDN,HR_ACCDN,NO_CIVIQ_ACCDN,RUE_ACCDN,ACCDN_PRES_DE
2009,7/30/09,18:32,,44E AV,VICTORIA
2009,7/31/09,1:10,,ST ANTOINE,UNIVERSITY
2009,8/1/09,9:25,,ST LAURENT,JEAN TALON
2009,8/1/09,15:30,,DELORIMIER,ST ZOTIQUE
2009,8/1/09,15:30,,DELORIMIER,ST ZOTIQUE
2009,8/2/09,15:05,,DE MARSEILLE,HONORE BEAUGRAND
2009,8/2/09,16:01,,HOCHELAGA,PARTHENAIS
2009,8/3/09,8:00,,VIGER,BLEURY
2009,8/3/09,11:30,,CHAMPAGNEUR,ST ROCH
2009,8/3/09,17:30,,4474 ST DENIS,MT ROYAL
2009,8/3/09,18:13,,DES ERABLES,MOUNT VERNON
2009,8/3/09,18:15,,2100 VOIE CAMILIEN HOUDE,BELVEDERE
2009,8/3/09,18:30,,LEGARE,BARCLAY
2009,8/4/09,13:29,,F 2201 FLEURY,PARTHENAIS
2009,8/4/09,14:05,,D ARGENSON,BUTLER
2009,8/4/09,18:40,,DOLLARD,CHARTRAND
2009,8/4/09,20:25,,BERRI,ONTARIO
2009,8/4/09,23:45,,MARQUETTE 4340,
2009,8/5/09,12:08,,9611 BD LASALLE,BELANGER
2009,8/5/09,22:00,,2120 GUY,MAISONNEUVE
2009,8/6/09,0:01,,MT ROYAL,ST ANDRE
2009,8/6/09,16:24,,ST DOMINIQUE,MONT ROYAL
2009,8/6/09,16:46,,PRES DU 900 SHERBROOKE O,MANDSFIELD
2009,8/6/09,18:00,,BD ST CHARLES,HYMUS
2009,8/7/09,0:30,,ST JOSEPH E,DE LAROCHE
2009,8/7/09,6:35,,YVES PREVOST,JOSEPH RENAUD
2009,8/7/09,14:00,,6648 MONK,
2009,8/7/09,14:30,,6951 ST JACQUES,
2009,8/7/09,15:30,,2563 RACHEL,FRONTENAC
2009,8/7/09,16:37,,4451 ST LAURENT,MT ROYAL
2009,8/7/09,17:25,,SOURCES,HYMUS
2009,8/7/09,19:29,,9278 25E AV,DES GDES PRAIRIES
2009,8/7/09,20:10,,DU COLLEGE,TAIT
2009,8/8/09,10:45,,VAN HORNE,MACDONALD
2009,8/8/09,14:05,,2525 JACQUES HERTEL,
2009,8/9/09,12:50,,2323 ROSEMONT,DES ECORES
2009,8/9/09,15:45,,2150 DE MAISONNEUVE O,
2009,8/10/09,15:40,,ROI RENE,CHAUMONT
2009,8/10/09,16:00,,MAISONNEUVE,CARTIER
2009,8/11/09,16:21,,CHRISTOPHE COLOMB,MISTRAL
2009,8/11/09,21:46,,DE MAISONNEUVE O,DU FORT
2009,8/12/09,4:00,,ESPLANADE,MARIE ANNE
2009,8/12/09,15:49,,LANGELIER,DIJON
2009,8/12/09,17:00,,LEBRUN,DUBUISSON
2009,8/12/09,17:40,,COTE STE CATHERINE,CH DES HAUTVILLIERS
2009,8/12/09,19:35,,HENRI BOURASSA,BD HYMUS
2009,8/12/09,21:50,,RACHEL,ST MICHEL
2009,8/13/09,11:35,,GAUCHETIERE,PAPINEAU
2009,8/13/09,12:32,,ST URBAIN,BAGG
2009,8/13/09,20:06,,GOUNOD,HENRI JULIEN
2009,8/13/09,21:39,,ROSEMONT,PIE IX
2009,8/13/09,22:20,,DECARIE,MAISONNEUVE
2009,8/14/09,13:17,,ROSEMONT,BOURBONNIERE
2009,8/14/09,16:10,,ONTARIO,WILLIAM DAVID
2009,8/14/09,16:56,,LAURIER,LE JEUNE
2009,8/14/09,23:53,,4664 ST DENIS,GILFORD
2009,8/15/09,7:15,,5374 ST DENIS,ST GREGOIRE
2009,8/15/09,17:29,,10620 ST LAURENT,HENRI BOURASSA
2009,8/15/09,17:47,,ST DOMINIQUE,ROY
2009,8/15/09,21:30,,FULLUM,ONTARIO
2009,8/16/09,22:20,,LAURIER,JEANNE MANCE
2009,8/17/09,6:40,,DECELLES,PL DECELLES
2009,8/17/09,16:22,,ONTARIO,BERRI
2009,8/17/09,16:40,,ST URBAIN,AV DES PINS
2009,8/17/09,17:20,,ST MICHEL,HOLT
2009,8/18/09,6:28,,BD LACORDAIRE,INDUSTRIEL
2009,8/18/09,8:35,,CHERRIER,ST HUBERT
2009,8/18/09,12:05,,ST DENIS,ST JOSEPH
2009,8/18/09,13:51,,COTE STE CATHERINE,VILLENEUVE
2009,8/18/09,17:52,,NEWMAN,SHEVCHENKO
2009,8/18/09,18:35,,LAURIER,HENRI JULIEN
2009,8/18/09,22:55,,ST DENIS,BELANGER
2009,8/19/09,14:30,,7947 ST DENIS,GOUNOD
2009,8/19/09,16:30,,LIEBERT,LAFONTAINE
2009,8/19/09,17:20,,DONEGANI,BD DES SOURCES
2009,8/19/09,20:10,,ANDRE AMPERE,ELIE BEAUREGARD
2009,8/19/09,20:25,,DULUTH,DROLET
2009,8/19/09,20:35,,STE GERTRUDE,LEGER
2009,8/20/09,3:30,,915 ONTARIO,
2009,8/20/09,5:50,,SHERBROOKE,ROBERT CHEVALIER
2009,8/20/09,8:29,,PARC,DES PINS
2009,8/20/09,8:30,,ACADIE,JARRY
2009,8/20/09,10:18,,JEAN TALON,LANGELIER
2009,8/20/09,11:10,,8222 AUNIS,
2009,8/20/09,14:30,,ADDINGTON,SHERBROOKE O
2009,8/20/09,16:00,,AYLWIN,HOCHELAGA
2009,8/20/09,16:33,,HENRI BOURASSA,HENAULT
2009,8/20/09,17:15,,DE LA COMMUNE,QUEEN
2009,8/20/09,19:05,,DE CHATEAUBRIAND,LIEGE
2009,8/21/09,14:27,,VICTORIA,CHESTERFIELD
2009,8/21/09,19:52,,NEWMAN,JEAN MILOT
2009,8/22/09,8:49,,CAISSE,EVELYN
2009,8/22/09,10:40,,355 MCGILL,D YOUVILLE
2009,8/22/09,15:00,,JEAN TALON,BD GALERIES D ANJOU
2009,8/22/09,17:45,,CH DU BORD DU LAC,AV LAKEBREEZE
2009,8/23/09,20:55,,SHERBROOKE,MCTAVISH
2009,8/24/09,13:20,,HENRI BOURASSA,LACORDAIRE
2009,8/24/09,19:00,,CSTILLE,BALZAC
2009,8/25/09,8:10,,ST JOSEPH,PARC
2009,8/25/09,19:15,,FLEURY,IBERVILLE
2009,8/26/09,,,,
2009,8/26/09,12:44,,JEAN TALON,ST HUBERT
2009,8/26/09,15:35,,6150 RENOIR,
2009,8/26/09,19:55,,511 COURCELLE,N-D O
2009,8/26/09,20:25,,ATWATER,ST JACQUES
2009,8/27/09,15:30,,IBERVILLE,ROUEN
2009,8/27/09,16:40,,MOUNTAIN SIGHTS,PLAMONDON
2009,8/27/09,16:40,,PIE IX,45E RUE
2009,8/27/09,17:40,,ST ZOTIQUE,24E AV
2009,8/27/09,18:30,,SHERBROOKE,DE BULLION
2009,8/28/09,8:20,,256 ROY,HENRI JULIEN
2009,8/28/09,16:11,,1800 BORD DU LAC,STREAM
2009,8/28/09,18:30,,PIERREFONDS,ST JEAN
2009,8/28/09,19:40,,ST LAURENT,HENRI BOURASSA
2009,8/29/09,15:47,,24 ST VIATEUR,CLARK
2009,8/31/09,8:00,,CASTELNEAU,CLARK
2009,8/31/09,14:35,,CHRISTOPHE COLOMB,JARRY
2009,8/31/09,15:20,,COTE STE CATHERINE,PANGUELO
2009,8/31/09,15:20,,COTE STE CATHERINE,PANGUELO
2009,8/31/09,17:50,,5551 ST MICHEL,DANDURAND
2009,9/1/09,10:30,,CH COTE ST LUC,ROBINSON
2009,9/1/09,11:15,,INDUSTRIEL,LONDON
2009,9/1/09,11:45,,JARRY,ESPLANADE
2009,9/1/09,12:05,,JEAN TALON,PIE IX
2009,9/1/09,14:20,,ST JOSEPH,PARC
2009,9/1/09,16:50,,ST MICHEL,MASSON
2009,9/1/09,16:50,,ST MICHEL,MASSON
2009,9/2/09,14:34,,PIE IX,BELAIR
2009,9/2/09,15:44,,ROSEMONT,DE CARIGNAN
2009,9/2/09,16:54,,BEAUBIEN,8E AV
2009,9/2/09,19:45,,BEACONSFIELD,BEACONSFIELD CT
2009,9/3/09,10:20,,STE GERTRUDE,INDUSTRIEL
2009,9/3/09,12:51,,JOSEPH RENAUD,YVES PREVOST
2009,9/3/09,17:50,,CHAMPLAIN,STEPHENS
2009,9/3/09,19:35,,3014 VAN HORNE,LINTON
2009,9/3/09,19:45,,HOCHELAGA,PIE IX
2009,9/3/09,20:00,,4045 COTE VERTU,BEGIN
2009,9/4/09,8:45,,FENWICK,AINSLIE
2009,9/4/09,9:00,,IBERVILLE,ST ZOTIQUE E
2009,9/4/09,9:55,,N-D,DE LA STATION
2009,9/4/09,15:40,,ROBERT,SHEVCHENKO
2009,9/4/09,16:38,,SHERBROOKE O,WEST BROADWAY
2009,9/4/09,22:35,,53E AV,MONTIGNY
2009,9/5/09,8:05,,301 ST JACQUES,ST PIERRE
2009,9/5/09,15:00,,6600 JARRY,LAFRANIE
2009,9/5/09,15:45,,3581 GOUIN E,LAURENTIDES
2009,9/5/09,16:13,,3E AV,N-D
2009,9/5/09,17:10,,ROSEMONT,CARIGNAN
2009,9/5/09,21:19,,LOUISE DECHENES,MONTESQUIEUX
2009,9/5/09,21:22,,LAURIER,BERRI
2009,9/6/09,3:40,,MAISONNEUVE,METCALFE
2009,9/6/09,10:40,,GILFORD,PARTHENAIS
2009,9/6/09,20:26,,DE SALABERRY,DE POUTRINCOURT
2009,9/7/09,12:40,,PARC LAFONTAINE,CHERRIER
2009,9/8/09,7:10,,BORD DU LAC,MC NICOLL
2009,9/8/09,7:55,,MAISONNEUVE,PAPINEAU
2009,9/8/09,12:27,,390 COTE VERTU,JULES POITRAS
2009,9/8/09,16:01,,COTE STE CATHERINE,CLAUDE CHAMPAGNE
2009,9/8/09,18:10,,ST JOSEPH,MOLSON
2009,9/9/09,7:50,,CHAMPLAIN,LAFONTAINE
2009,9/9/09,14:45,,6750 JEAN TALON S,LANGELIER
2009,9/9/09,16:10,,600 MONTAGNE,ST JACQUES
2009,9/9/09,16:50,,FACE 1435 BD GRAHAM,REGENT
2009,9/9/09,18:00,,23E AV,BELANGER
2009,9/9/09,22:24,,BD PIE IX,LAURIER
2009,9/10/09,8:50,,ST DENIS,CHERRIER
2009,9/10/09,15:22,,RACHEL,BORDEAUX
2009,9/10/09,17:20,,BELLECHASSE,CHATEAUBRIAND
2009,9/10/09,20:09,,CHATEAUBRIAND,JARRY E
2009,9/11/09,12:22,,LIEGE,QUERBES
2009,9/11/09,13:45,,503 ST URBAIN,ST JOSEPH E
2009,9/11/09,15:40,,280 LAURIER O,
2009,9/11/09,16:20,,ROSEMONT,DE LA ROCHE
2009,9/11/09,16:50,,RACHEL,CHAMBLY
2009,9/11/09,16:55,,16E AV,PERRAS
2009,9/11/09,17:32,,ST JOSEPH,DROLET
2009,9/11/09,17:50,,850 WOODLAND,BANNANTYNE
2009,9/11/09,17:50,,850 WOODLAND,BANNANTYNE
2009,9/11/09,17:54,,CAVENDISH,CASSIDY
2009,9/11/09,18:30,,TECUMSEH,LAKE
2009,9/11/09,23:45,,FACE 1693 ST DENIS,
2009,9/12/09,13:35,,FACE 1971 MT ROYAL E,DE BORDEAUX
2009,9/12/09,19:45,,PAPINEAU,RACHEL
2009,9/13/09,16:37,,ST LAURENT,ST ZOTIQUE
2009,9/14/09,11:30,,AV DU PARC,DULUTH
2009,9/14/09,15:40,,1912 EVERETT,CHABOT
2009,9/14/09,17:11,,OPP 863 OSBORNE,
2009,9/14/09,17:48,,10E AV,LOUVAIN
2009,9/15/09,,,RACHEL,DAVIDSON
2009,9/15/09,10:17,,DECELLES,EDOUARD MONTPETIT
2009,9/15/09,12:28,,PARC,EDOUARD CHARLES
2009,9/15/09,16:20,,BREWSTER,ST JACQUES
2009,9/15/09,17:05,,SHEVCHENKO,BOURDEAU
2009,9/15/09,18:45,,3658 AV DU PARC,LEO PARIZEAU
2009,9/16/09,7:40,,RACHEL,PAPINEAU
2009,9/16/09,8:45,,100 ONTARIO E,ST DOMINIQUE
2009,9/16/09,12:00,,CRESCENT,MAISONNEUVE
2009,9/16/09,17:35,,VIGER,ST HUBERT
2009,9/16/09,17:40,,BASSIN,ERNEST
2009,9/17/09,7:50,,ACADIE,OGILVY
2009,9/17/09,8:00,,STE CATHERINE,N-D
2009,9/17/09,8:40,,CHATEAUBRIAND,BELLECHASSE
2009,9/17/09,9:00,,EMILE DUPLOYE,RACHEL
2009,9/17/09,10:54,,ILE DES SOEURS,ELGAR
2009,9/17/09,12:00,,7935 ST DENIS,GAUNOD
2009,9/17/09,15:00,,ACADIE,CHABANEL
2009,9/17/09,16:30,,HALPERN,HENRI BOURASSA
2009,9/17/09,16:44,,RENE LEVESQUE,PAPINEAU
2009,9/17/09,16:49,,BAYNE,80E AV
2009,9/17/09,17:25,,MT ROYAL,ESPLANADE
2009,9/17/09,18:30,,ST LAURENT,DULUTH
2009,9/17/09,20:43,,2725 DES TRINITAIRES,DUMAS
2009,9/18/09,8:55,,5110 ST HENRI,LAURIER
2009,9/18/09,12:00,,N-D E,BALDWIN
2009,9/18/09,15:20,,JEAN TALON,BORDEAUX
2009,9/19/09,10:30,,7095 GOUIN E,OZIAS LEDUC
2009,9/19/09,15:10,,RACHEL,CHAPLEAU
2009,9/20/09,11:50,,PARTHENAIS,ONTARIO
2009,9/20/09,15:45,,ST MICHEL,LEGENDRE
2009,9/20/09,17:35,,CHRISTOPHE COLOMB,SAURIOL
2009,9/21/09,15:15,,SHERBROOKE,METCALFE
2009,9/21/09,16:09,,21275 LAKESHORE,MAPLE
2009,9/21/09,16:40,,COTE STE CATHERINE,MCEACHRAN
2009,9/21/09,18:10,,RACHEL,DE LA ROCHE
2009,9/22/09,7:45,,F 1455 MAISONNEUVE O,BISHOP
2009,9/22/09,8:39,,N-D DE GRACE AV,OXFORD
2009,9/22/09,14:35,,ROSEMONT,PIE IX
2009,9/22/09,22:25,,JEAN TALON E,ST DOMINIQUE
2009,9/23/09,13:13,,EDOUARD MONTPETIT,WESTBURY
2009,9/23/09,17:40,,ST MATHIEU,DE MAISONNEUVE
2009,9/23/09,18:31,,BELMONT,AV QUEEN
2009,9/23/09,18:45,,4537 ST DENIS,MONT ROYAL
2009,9/23/09,18:46,,RACHEL,ST DOMINIQUE
2009,9/24/09,9:10,,ST AMBROISE,TURGEON
2009,9/24/09,10:30,,JEAN TALON,CARTIER
2009,9/24/09,14:20,,WELLINGTON,2E AV
2009,9/25/09,13:03,,ST JEAN,AUT 40
2009,9/25/09,21:00,,8135 SHERBROOKE,
2009,9/26/09,3:30,,ONTARIO,ST DOMINIQUE
2009,9/26/09,4:19,,ST HUBERT,ONTARIO
2009,9/26/09,7:20,,BELLECHASSE,BOYER
2009,9/26/09,12:33,,ROCHON,DECARIE
2009,9/26/09,15:56,,ATWATER,MAISONNEUVE
2009,9/27/09,15:49,,BANNANTYNE,5E AV
2009,9/27/09,19:22,,HENRI BOURASSA,ARMAND LAVERGNE
2009,9/28/09,9:10,,CHERRIER,PARC LAFONTAINE
2009,9/28/09,9:10,,ST URBAIN,AV DES PINS
2009,9/28/09,17:00,,SHERBROOKE,CARTIER
2009,9/29/09,12:05,,DE MAISONNEUVE,UNION
2009,9/29/09,15:30,,SHERBROOKE,UNION
2009,9/30/09,10:40,,F 8778 ST MICHEL,
2009,9/30/09,14:00,,SHERBROOKE,DEZERY
2009,9/30/09,17:05,,LYNCROFT,HAMPSTEAD
2009,9/30/09,18:40,,VIGER,AMHERST
2009,9/30/09,21:15,,1985 TRICENTENAIRE,
2009,10/1/09,19:09,,PIE IX,LAFONTAINE
2009,10/2/09,,,MACKAY,MAISONNEUVE
2009,10/2/09,10:25,,ST ANDRE,STE CATHERINE
2009,10/2/09,21:52,,PROVENCHER,JARRY
2009,10/2/09,22:00,,SHERBROOKE,MCGILL COLLEGE
2009,10/3/09,,,HOCHELAGA,LEPAILLEUR
2009,10/3/09,4:19,,MT ROYAL,ST ANDRE
2009,10/3/09,4:19,,MT ROYAL,ST ANDRE
2009,10/5/09,9:55,,ST JOSEPH,ST ANDRE
2009,10/5/09,18:05,,ST ZOTIQUE,LACORDAIRE
2009,10/7/09,8:30,,FRANCHERE,RACHEL
2009,10/7/09,9:10,,4926 SHERBROOKE O,PRINCE ALBERT
2009,10/7/09,9:45,,AV PARC,MILTON
2009,10/7/09,12:20,,DE MAISONNEUVE,MACKAY
2009,10/7/09,20:05,,MONT ROYAL,COLONIALE
2009,10/8/09,8:05,,FACE 4230 ST DENIS,RACHEL
2009,10/8/09,13:38,,PARC,VILLENEUVE
2009,10/8/09,14:00,,HOGAN,RACHEL
2009,10/8/09,15:10,,3530 BD GOUIN,
2009,10/9/09,19:05,,VIAU,BUREL
2009,10/11/09,4:55,,ST HUBERT,ONTARIO
2009,10/11/09,13:45,,MARCEL LAURIN,ST LOUIS
2009,10/11/09,19:00,,LACORDAIRE,JARRY
2009,10/12/09,19:15,,VICTORIA,BOURRET
2009,10/13/09,14:05,,12675 SHERBROOKE E,
2009,10/13/09,17:45,,32E AV,PROVOST
2009,10/15/09,19:05,,ARR 3200 JEAN BRILLANT,
2009,10/16/09,11:40,,ISABELLA,MOUNTAIN SIGHTS
2009,10/16/09,13:15,,BELANGER,ST ANDRE
2009,10/16/09,16:30,,YVES PREVOST,CHENILLE
2009,10/17/09,9:58,,16E AV,MASSON
2009,10/17/09,13:25,,1820 DOLLARD,REJEANNE
2009,10/18/09,,,AV DU PARC,AV DES PINS
2009,10/19/09,15:21,,L O DAVID,CHABOT
2009,10/19/09,18:00,,MONT ROYAL,HENRI JULIEN
2009,10/20/09,11:00,,11645 STE COLETTE,WILLIAM ALAIN
2009,10/20/09,12:30,,DEMAISONNEUVE O,STANLEY
2009,10/21/09,8:34,,2985 ST ZOTIQUE,6E AV
2009,10/21/09,8:35,,ST URBAIN,PRINCE ARTHUR
2009,10/21/09,10:50,,MT ROYAL,CHRISTOPHE COLOMB
2009,10/21/09,18:00,,DROLET,ST ZOTIQUE
2009,10/21/09,18:25,,3101 CH DE LA TOUR,DECELLES
2009,10/22/09,7:20,,LAURIER,DROLET
2009,10/22/09,7:25,,277 LIEGE E,GASPE
2009,10/23/09,11:55,,BEAUMONT,OUTREMONT
2009,10/23/09,21:42,,SOULIGNY,LEBRUN
2009,10/24/09,19:30,,ST ZOTIQUE,MARQUETTE
2009,10/24/09,20:20,,ST GERMAIN,ROUEN
2009,10/25/09,11:35,,5318 ST DENIS FACE,
2009,10/26/09,9:40,,COLONIALE,DULUTH
2009,10/26/09,14:25,,ST DENIS,RACHEL
2009,10/26/09,17:00,,4115 SHERBROOKE O,
2009,10/28/09,16:00,,ROY,ST DOMINIQUE
2009,10/29/09,5:50,,CHRISTOPHE COLOMB,CREMAZIE
2009,10/29/09,7:16,,SHERBROOKE,PARTHENAIS
2009,10/29/09,15:48,,CHRISTOPHE COLOMB,CREMAZIE
2009,10/29/09,19:51,,LAURENDEAU,DE L EGLISE
2009,10/30/09,0:17,,QUEEN MARY,VICTORIA
2009,10/30/09,3:05,,4101 MOLSON,RACHEL
2009,10/30/09,8:00,,DES ERABLES,ST ZOTIQUE
2009,10/31/09,13:35,,CREMAZIE,CHRISTOPHER COLOMB
2009,10/31/09,15:50,,NEWMAN,SHEVCHENKO
2009,11/1/09,10:22,,6957 SOMERLED,CORONATION
2009,11/2/09,15:00,,ROCKLAND,SLOANE
2009,11/2/09,15:10,,420 SHERBROOKE,
2009,11/3/09,12:16,,VERDUN,3E AV
2009,11/4/09,14:22,,DULUTH,COLONIALE
2009,11/4/09,20:30,,1285 ST ANDRE,
2009,11/5/09,7:47,,6889 IBERVILLE,BELANGER
2009,11/6/09,7:50,,DROLET,MARIE ANNE
2009,11/6/09,16:25,,JEAN TALON,HUTCHISON
2009,11/7/09,7:04,,IBERVILLE,STE CATHERINE
2009,11/8/09,16:50,,1745 N-D O,RICHMOND
2009,11/9/09,17:15,,4503 ST DENIS,MONT ROYAL
2009,11/9/09,17:20,,210 CH DU GOLF,
2009,11/9/09,17:45,,BONNY,GOUIN
2009,11/11/09,13:30,,AV DES PINS,COLONIALE
2009,11/11/09,16:25,,MAISONNEUVE,AYLMER
2009,11/11/09,19:21,,BEAUBIEN,20E AV
2009,11/12/09,17:15,,CLARK,JEAN TALON O
2009,11/12/09,21:45,,CHRISTOPHE COLOMB,JARRY
2009,11/13/09,8:30,,VIAU,PIERRE DE COUBERTIN
2009,11/13/09,8:55,,DES PINS,ST LAURENT
2009,11/14/09,18:40,,LAURIER O,PARC
2009,11/15/09,0:45,,PERRAS,ALEXIS CARREL
2009,11/16/09,7:50,,3140 WELLINGTON,GILBERTE DUBE
2009,11/16/09,9:00,,,
2009,11/17/09,22:40,,PARC,VAN HORNE
2009,11/18/09,8:50,,SHERBROOKE,PLESSIS
2009,11/19/09,8:55,,CATHCART,MCGILL COLLEGE
2009,11/20/09,23:07,,JARRY,2E AV
2009,11/21/09,17:40,,GARNIER,BUREAU
2009,11/21/09,19:30,,SAUVE,FRANCHEVILLE
2009,11/22/09,,,ALPHONSE D ROY,STE CATHERINE
2009,11/23/09,10:02,,DU COLLEGE,LEDUC
2009,11/24/09,11:00,,JEAN TALON,CLARK
2009,11/24/09,15:00,,SURREY,LAIRD
2009,11/24/09,16:55,,ROY,BERRI
2009,11/24/09,17:00,,MT ROYAL,PONTIAC
2009,11/24/09,20:26,,ROSEMONT,MOLSON
2009,11/25/09,16:15,,COTE DES NEIGES,ELLENDALE
2009,11/25/09,16:45,,DE LA SEINE,BOIS COULONGE
2009,11/27/09,11:20,,ST MATHIEU,MAISONNEUVE
2009,11/27/09,18:00,,MOLSON,MASSON
2009,11/27/09,20:35,,WELLINGTON,BUTLER
2009,11/30/09,17:02,,GAYTON,GLEMONORE
2009,12/1/09,18:00,,VICTORIA,21E AV
2009,12/2/09,12:30,,LAURIER E,HOTEL DE VILLE
2009,12/2/09,17:40,,550 SHERBROOKE O,AYLMER
2009,12/7/09,9:38,,RACHEL,ST LAURENT
2009,12/7/09,20:48,,ST JOSEPH,47E AV
2009,12/8/09,8:35,,DE LORIMIER,MASSON
2009,12/10/09,14:25,,CHRISTOPHE COLOMB,BEAUBIEN E
2009,12/10/09,19:23,,ST LAURENT,VILLENEUVE
2009,12/18/09,16:45,,GOUIN,LAJEUNESSE
2009,12/23/09,13:30,,MONT ROYAL,BULLION
2010,1/1/10,3:38,,ST ZOTIQUE,14E AV
2010,1/14/10,13:15,,RACHEL,JEANNE D ARC
2010,1/15/10,6:00,,PARTHENAIS,SHERBROOKE
2010,1/20/10,8:30,,FACE 3440 ST URBAIN,ROY
2010,1/20/10,12:05,,STE CATHERINE,VISITATION
2010,1/25/10,12:02,,4436 ST ANTOINE,LENOIR
2010,2/9/10,22:25,,BEAUMONT,DE L EPEE
2010,2/21/10,18:15,,BELANGER,CHRISTOPHE C
2010,3/3/10,11:50,,5415 CH COTE DE LIESSE,
2010,3/3/10,12:50,,STE CATHERINE,ST DENIS
2010,3/4/10,15:42,,6700 COTE DES NEIGES,BEDFORD
2010,3/7/10,19:05,,DE LA SALLE,ONTARIO
2010,3/8/10,15:00,,PRINCE ARTHUR,ST URBAIN
2010,3/9/10,7:00,,BUTTER,BD LASALLE
2010,3/10/10,10:14,,TUNNEL ST REMI,ST AMBROISE
2010,3/10/10,15:10,,PARTHENAIS,MONT ROYAL
2010,3/11/10,12:00,,ONTARIO,HAVRE
2010,3/11/10,17:15,,BREBEUF,GILFORD
2010,3/14/10,12:20,,IBERVILLE,DANDURAND
2010,3/15/10,15:32,,OPP 2025 CHARLAND,
2010,3/16/10,17:05,,JARRY,14E AV
2010,3/17/10,16:55,,DES PINS O,CLARK
2010,3/19/10,14:35,,,DICKSON ET TURENNE
2010,3/19/10,18:00,,,CHRISTOPHE COLOMB ET JARRY
2010,3/19/10,18:11,,,JOLICOEUR ET HMAILTON
2010,3/21/10,12:05,07591,BOYER,
2010,3/22/10,14:15,05383,BD ST LAURENT,MAGUIRE
2010,3/24/10,,,BEAUBIEN,PAPINEAU
2010,3/24/10,16:30,,MAISONNEUVE O ET MARCIL,
2010,3/25/10,11:20,05173,ST LAURENT,FAIRMOUNT
2010,3/30/10,17:03,,10 AVENUE,DADURAND
2010,3/31/10,16:10,,MAISONNEUVE,WOOD
2010,3/31/10,16:15,01550,PAPINEAU,BD MAISONNEUVE E
2010,3/31/10,16:23,,WELLINGTON,ASH
2010,4/1/10,10:31,,SHERBROOKE O,PRUD HOMME
2010,4/1/10,15:30,,MONKLAND,HINGSTON
2010,4/1/10,18:06,,,RACHEL ET PAPINEAU
2010,4/1/10,21:26,,ONTARIO ET BENNETT,
2010,4/1/10,22:04,,MAISONNEUVE,DECARIE
2010,4/2/10,18:14,,ST MICHEL,ST JOSEPH
2010,4/2/10,19:35,,SHERBROOKE,KENSINGTON
2010,4/3/10,12:08,,COTE ST ANTOINE,DECARIE
2010,4/3/10,16:58,04541,BEAUBIEN,30E AV
2010,4/4/10,0:30,,MONT ROYAL,ST HUBERT
2010,4/4/10,9:35,00032,AV MARIEN MTL E,
2010,4/5/10,9:35,,DOCTEUR PENFIELD,ATWATER
2010,4/5/10,14:00,,PAPINEAU ET BEAUBIEN,PAPINEAU ET BEAUBIEN
2010,4/5/10,15:15,,,CH MUSEE ETCHEMIN CANAL
2010,4/5/10,19:00,,MAISONNEUVE,ST DOMINIQUE
2010,4/6/10,15:20,,,PRES PAPINEAU ET ST JOSEPH E
2010,4/6/10,17:48,01901,WELLINGTON,STE MADELEINE
2010,4/8/10,4:45,,CAVENDISH,ST JACQUES
2010,4/8/10,21:48,,MONTANA,RACHEL
2010,4/9/10,4:50,,ST MICHEL,CHAMPDORE
2010,4/9/10,17:05,,,BRUNSWICK ET HOTEL DE VILLE
2010,4/11/10,9:35,,,REMEMBRANCE ET 21E AV
2010,4/12/10,7:46,05068,16E AV,LAURIER
2010,4/12/10,20:23,,BD LEGER,LANGELIER
2010,4/13/10,9:35,,ST LAURENT,NAPOLEON
2010,4/13/10,17:06,,,MT ROYAL ET COLONIALE
2010,4/13/10,17:20,,STE CATHERINE,MARLOWE
2010,4/13/10,18:11,,HENRI BOURASSA,CHRISTOPHE COLOMB
2010,4/13/10,20:30,,,MARIE ANNE ET ST HUBERT
2010,4/13/10,20:58,,ST ZOTIQUE,DES ECORES
2010,4/14/10,2:20,,MAISONNEUVE,DORION
2010,4/14/10,8:50,,MAISONNEUVE,ST ANDRE
2010,4/14/10,14:55,,CHRISTOPHE COLOMB,CREMAZIE
2010,4/14/10,15:00,,DU PARC,ST ZOTIQUE
2010,4/16/10,,,,
2010,4/16/10,7:55,,CLARKE,MONTROSE
2010,4/17/10,11:00,,,DORION ET LALONDE
2010,4/17/10,22:26,,BOURBONNIERE,ONTARIO E
2010,4/17/10,22:30,,MONTAGNE,RENE LEVESQUE
2010,4/19/10,7:23,,N-D,CADILLAC
2010,4/19/10,7:50,00945,BERTRAND,COTE VERTU
2010,4/19/10,14:35,,81E AV,N-D
2010,4/19/10,15:50,,COTE STE CATHERINE ET C CHAMPAGNE,
2010,4/19/10,17:40,,ATWATER,ST ANTOINE
2010,4/20/10,7:20,,GUY,PAXTON
2010,4/20/10,11:20,01371,N-D O,AQUEDUC
2010,4/20/10,17:37,,CHAMPLAIN,STEPHENS
2010,4/20/10,18:45,,SHERBROOKE,ST LAURENT
2010,4/21/10,,,ST MICHEL,BELLECHASSE
2010,4/21/10,8:00,09485,ST LAURENT,LOUVAIN
2010,4/21/10,11:00,01500,ATWATER OPPOSE,STE CATHEINE
2010,4/21/10,12:16,,SHERBROOKE,BOSSUET
2010,4/22/10,14:00,,CHAMPLAIN ET STE CATHERINE,
2010,4/24/10,2:00,,BREBEUF,ST JOSEPH
2010,4/24/10,11:40,03989,ONTARIO,JEANNE D ARC
