annee,DT_ACCDN,HR_ACCDN,NO_CIVIQ_ACCDN,RUE_ACCDN,ACCDN_PRES_DE
2010,4/24/10,23:48,,,RENE LEVESQUE ET PAPINEAU
2010,4/25/10,3:50,,ST DENIS ET LAURIER,
2010,4/25/10,12:55,,,VICTORIA 125E AV
2010,4/27/10,23:05,01003,90E AV,RADISSON
2010,4/29/10,7:18,,HENRI BOURASSA E,AUT 40
2010,4/29/10,9:58,,BD ACADIE,MARCLEIN WILSON
2010,4/29/10,11:55,00085,JARRY,ST LAURENT
2010,4/29/10,13:20,,,HOCHELAGA ET PREFONTAINE
2010,4/29/10,18:10,,LAURIER,LE JEUNE
2010,4/29/10,23:05,,AYLWIN,RACHEL
2010,4/30/10,1:45,,,DELANAUDIERE ET RCHEL
2010,4/30/10,8:48,,MAISONNEUVE O,OLIVIER
2010,4/30/10,18:00,,CHARLEVOIX,DELISLE
2010,5/1/10,20:45,,SHERBROOKE,GIROUARD
2010,5/1/10,22:30,,DE LA GAUCHETIERE,2E AV
2010,5/2/10,12:50,,PASTEUR,VIEL
2010,5/2/10,13:52,00125,GILBERTE DUBE ET HENRI DUHAMEL,WELLINGTON
2010,5/2/10,20:00,,ST ANTOINE O,LUCIEN LALLIER
2010,5/3/10,11:10,,DECARIE,PONSARD
2010,5/4/10,12:30,,,CH COTE DE LIESSE ET MTEE DE LIESS
2010,5/4/10,22:36,,,ROLLAND ET MAURICE DUPLESSIS
2010,5/5/10,7:55,,ROCKLAND,DRESDEN
2010,5/5/10,13:20,,DE MAISONNEUVE,REDFREN
2010,5/5/10,15:00,,CHRISTOPHE COLOMB,CREMAZIE
2010,5/5/10,16:25,,RACHEL,MENTANA
2010,5/5/10,17:50,,ST DENIS ET ST ZOTIQUE,
2010,5/6/10,7:30,,RACHEL,PAPINEAU
2010,5/6/10,16:30,,CHRISTOPHE COLOMB,MISTRAL
2010,5/6/10,17:45,,DE LA COMMUNE,BONNEAU
2010,5/7/10,,05665,ROYAL MOUNT,DEVONSHIRE
2010,5/7/10,8:55,,CHRISTOPHE COLOMB,SAUVE E
2010,5/7/10,11:31,,TERREBONNE,OLD ORCHARD
2010,5/7/10,14:09,,,VINCENT D INDY ET COTE STE CATHERI
2010,5/7/10,17:15,,GOUIN O,SOURCES
2010,5/8/10,21:08,,,HOCHELAGA ET HONORE BEAUGRAND
2010,5/10/10,,,FOUCHER,GOUNOD
2010,5/10/10,6:30,,RENE LEVESQUE,CARTIER
2010,5/10/10,8:20,07032,DE CHATEAUBRIAND,JEAN TALON
2010,5/10/10,9:08,,PARC,LAURIER
2010,5/10/10,12:30,,,RACHEL ET FRONTENAC
2010,5/10/10,16:47,12357,LACHAPELLE,GOUIN
2010,5/12/10,7:31,,DECELLES,DECELLES ET ELLENDALE
2010,5/12/10,8:40,,RACHEL,DEZERY
2010,5/12/10,14:30,,CHARON,FAVARD
2010,5/12/10,16:00,,JEAN TALON,PIE IX
2010,5/12/10,16:45,,BD MAISONNEUVE,IBERVILLE
2010,5/12/10,17:30,,MOLSON,RACHEL
2010,5/13/10,17:30,,ST JOSEPH E,CHAMBORD
2010,5/13/10,18:25,05775,COTE DES NEIGES,COTE STE CATHEINE
2010,5/14/10,14:45,,CREMAZIE,HENRI JULIEN
2010,5/14/10,14:50,,MENTANA,RACHEL
2010,5/14/10,20:00,00209,LAURIER E,DE GASPE
2010,5/15/10,14:53,15777,BD PIERREFONDS,PAIEMENT
2010,5/16/10,10:30,02245,CH BORD DU LAC,TRUSH
2010,5/16/10,11:30,,HOCHELAGA,AV HAIG
2010,5/16/10,18:00,,ST JOSEPH,32E AV
2010,5/17/10,8:20,,N-D DE GRACE,NORTHCLIFFE
2010,5/18/10,14:45,,MT ROYAL,DES ERABLES
2010,5/18/10,15:58,,,HONORE BEAUGRAND ET DE FONTENEAU
2010,5/18/10,16:55,,BELLECHASSE,PAPINEAU
2010,5/19/10,14:35,,DE MAISONNEUVE,DU FORT
2010,5/19/10,22:08,04525,DU PARC,
2010,5/19/10,23:30,,DUFFERIN,LANGHORNE
2010,5/20/10,7:41,,CHRISTOPHE COLOMB,LOUVAIN
2010,5/20/10,16:58,05505,IBERVILLE,
2010,5/20/10,17:27,,STE CATHERINE,BERRI
2010,5/20/10,18:15,,,ST HUBERT ET BEAUBIEN
2010,5/20/10,21:15,06536,SOMERLED,
2010,5/21/10,8:00,,JARRY,17E AV
2010,5/21/10,15:30,,TRANSISLAND,BOURRET
2010,5/21/10,17:05,,ST URBAIN,VILLENEUVE
2010,5/21/10,17:55,00058,GRAHAM,L ACADIE
2010,5/21/10,18:53,02200,CHAMPLAIN,SHERBROOKE
2010,5/23/10,11:30,,,8E AV ET BELLECHASSE
2010,5/23/10,14:26,,GREENE,STAYNER
2010,5/23/10,18:20,,SHERBROOKE ET BENNY,BENNY
2010,5/23/10,18:20,,SHERBROOKE ET BENNY,BENNY
2010,5/24/10,14:25,,ROUEN,BENNETT
2010,5/24/10,14:35,04020,TAILLON,
2010,5/24/10,16:35,,EDOUARD MONTPETIT,WESTBURY
2010,5/24/10,18:00,,ANDRE GRASSET,EMILE YELLE
2010,5/25/10,8:53,,LIEGE ET CLARK,
2010,5/25/10,16:00,05369,ST LAURENT,ST VIATEUR
2010,5/26/10,,,,CHRISTOPHE COLOMB ET JARRY
2010,5/26/10,6:18,,BD PERRAS,OZIAS LEDUC
2010,5/26/10,9:05,,LAURIER,DE GASPE
2010,5/26/10,13:30,,N-D O,DE COURCELLE
2010,5/26/10,14:12,,BERRU,RACHEL
2010,5/26/10,16:30,,ST DONAT,HOCHELAGA
2010,5/26/10,17:15,14648,GOUIN,AUMAIS
2010,5/26/10,18:25,,,MARQUETTE ET GILFORD
2010,5/26/10,21:22,,41E AV,JOLIOT CURIE
2010,5/26/10,22:00,,ARMAND LAVERGNE,AMIENS
2010,5/27/10,0:27,,PL CURRATEAU,DE BOUCHERVILLE
2010,5/27/10,8:12,,32E AV,VICTORIA
2010,5/27/10,17:10,,BEAUBIEN,35E AV
2010,5/27/10,23:30,,,FACE 8433 CHATEAUNEUF
2010,5/28/10,7:22,,,SHERBROOKE ET PIE IX
2010,5/28/10,8:50,,RIVARD,ROY
2010,5/28/10,12:20,,CHRISTOPHE COLOMB,CREMAZIE E
2010,5/28/10,14:10,01392,ST ZOTIQUE,LANAUDIERE
2010,5/28/10,16:30,,POIRIER,MARCEL LAURIN
2010,5/28/10,16:50,,LOUVAIN,IBERVILLE
2010,5/29/10,,,ST DENIS,BELLECHASSE
2010,5/29/10,8:20,,,DES PINS
2010,5/29/10,11:45,05027,ROBERT,
2010,5/29/10,13:45,04250,ST DENIS,
2010,5/29/10,15:45,,JULIETTE,THIERRY
2010,5/29/10,21:15,08282,ARTHUR BUIS,
2010,5/29/10,23:45,,BEAUBIEN,ST DENIS
2010,5/30/10,17:10,04646,DU PARC,
2010,5/31/10,13:00,,,ONTARIO ET PIE IX
2010,5/31/10,16:35,01635,GOUIN E,
2010,6/1/10,7:50,10350,BD PERRAS,
2010,6/1/10,14:17,02180,MARCEL LAURIN,HENRI BOURASSA
2010,6/1/10,16:45,,MONTREAL,
2010,6/1/10,17:20,,VILLENEUVE O,ST URBAIN
2010,6/2/10,13:10,,ROSEMONT,PAPINEAU
2010,6/2/10,13:20,,,MAISONNEUVE O ET METCALF
2010,6/2/10,16:45,,ST EMILE,HOCHELAGA
2010,6/2/10,21:50,,ST HUBERT,RACHEL
2010,6/3/10,17:48,,MAISONNEUVE O,OLIVIER
2010,6/3/10,17:56,,LAKE,BARNETT
2010,6/4/10,8:32,01800,DOCTOR PENFIDL,COTE DES NEIGES
2010,6/4/10,9:10,,,DROELT ET RACHEL
2010,6/4/10,12:30,,,RECOLLET ET HENRI BOURASSA
2010,6/4/10,15:00,00151,SPRINGARDEN,
2010,6/4/10,17:55,,WELLINGTON,ANN
2010,6/5/10,,,STE CATHERINE O,DRUMMOND
2010,6/5/10,2:59,,ST LAURENT,VIGER
2010,6/5/10,2:59,,ST LAURENT,VIGER
2010,6/5/10,16:50,02250,GUY,
2010,6/7/10,9:45,,VIGER,BLEURY
2010,6/7/10,14:30,,DE L EGLISE,WELLINGTON
2010,6/7/10,15:00,08910,D IBERVILLE,EMILE JOURNAULT
2010,6/7/10,15:26,,,FACE 2210 PLESSIS
2010,6/7/10,17:05,00245,CARRE BENOIT,HODGE
2010,6/7/10,17:10,,BIENCORUT,ANGERS
2010,6/7/10,18:20,,BD BEACONSFIELD,BD LAKEVIEW
2010,6/8/10,8:20,,,LAURIER ET ST DENIS
2010,6/8/10,8:22,,ST GREGOIRE,MENTANA
2010,6/8/10,8:30,,RENOIR,BOSSUET
2010,6/8/10,11:17,00007,ST VIATEUR O,ST LAURENT
2010,6/8/10,17:11,,CHRISTOPHE COLOMB,EMILE JOURNEAULT
2010,6/8/10,17:36,,PEEL,MAISONNEUVE
2010,6/9/10,,,ATWATER,ST JACQUES
2010,6/9/10,8:25,06868,MAURICE DUPLESSIS,
2010,6/9/10,8:28,02100,ST URBAIN,
2010,6/10/10,7:40,,SHERBROOKE ET MARLOW,
2010,6/10/10,15:10,,,DAWSON ET LOUIS LEMAY
2010,6/10/10,18:00,,ST URBAIN,MILTON
2010,6/11/10,9:00,,RACHEL,DE LORIMIER
2010,6/11/10,14:40,05206,PARC,FARIMOUNT
2010,6/11/10,16:45,,,BLOOMFIELD ET LAJOIE
2010,6/11/10,20:00,,CHAMP DE MARS,BONSECOURS
2010,6/12/10,0:50,,LAURIER,ST ANDRE
2010,6/12/10,9:20,00423,LANSDOWNE,SHERBROOKE
2010,6/12/10,22:15,,ST LAURENT,STE CATHERINE
2010,6/13/10,0:40,,CHERRIER,MENTANA
2010,6/13/10,9:55,,CH LAKESHORE,MORGAN
2010,6/13/10,15:08,16028,EUGENIE TESSIER,
2010,6/13/10,21:03,,DECARIE ET PLAMONDON,PLAMONDON
2010,6/14/10,14:24,,,CHRISTOPHE COLOMB ET SAUVE
2010,6/14/10,18:25,,CHAMPLAIN,SHERBROOKE E
2010,6/14/10,19:15,,CHERRIER,ST ANDRE
2010,6/15/10,17:36,,SHERBROOKE,DE BULLION
2010,6/15/10,18:50,,DULUTH,BERRI
2010,6/16/10,16:05,05488,ST DENIS,DU CARMEL
2010,6/17/10,2:00,,MAISONNEUVE,ST DOMINIQUE
2010,6/17/10,12:00,,,COTE VERTU ET CAVENDISH
2010,6/18/10,3:05,,ST DENIS,MARIE ANNE
2010,6/18/10,15:20,,RAY LAWSON ET JARRY,
2010,6/18/10,16:24,,,RACHEL ET DROLET
2010,6/18/10,17:30,,,COUPAL ET FULLUM
2010,6/18/10,21:50,,RACHEL E,RIVARD
2010,6/19/10,11:03,,DE CASTILLE,L ARCHEVESQUE
2010,6/19/10,13:37,02115,CH BORD DU LAC,ENTR PARC REGIONAL ILE BIZARD
2010,6/19/10,13:37,02115,CH BORD DU LAC,ENTR PARC REGIONAL ILE BIZARD
2010,6/19/10,15:33,,WILFRID PELLETIER ET JOSEPH RENAUD,
2010,6/19/10,15:39,,CORDNER,ROBIDOUX
2010,6/19/10,16:00,,ST JEAN,LABROSSE
2010,6/19/10,21:10,,,SAURIOL ET MARQUETTE
2010,6/20/10,12:58,,BD ST JOSEPH E,GARNIER
2010,6/21/10,6:55,,,BEACONSFIELD ET WOODLAND
2010,6/21/10,9:00,,BLEURY,VIGER
2010,6/21/10,10:10,02020,ST URBAIN,
2010,6/21/10,10:37,,BD ILE DES SOEURS,DE LA GDE AL
2010,6/21/10,13:40,03419,ST DENIS,RIGAUD
2010,6/21/10,14:40,,MASSON,DE LORIMIER
2010,6/21/10,22:55,,,D ARGENSON ET MULLINS
2010,6/22/10,14:35,,AV DARLINGTON,AV BARCLAY
2010,6/22/10,16:04,,CHRISTOPHE COLOMB,CREMAZIE
2010,6/22/10,16:05,,SHERBROOKE,UNION
2010,6/22/10,17:42,,ST JACQUES,ST PIERRE
2010,6/22/10,18:45,,16E AV,VICTORIA
2010,6/23/10,,,ST DENIS,CHERRIER
2010,6/23/10,10:10,,MAISONNEUVE O,METCALFE
2010,6/23/10,12:04,,,AU S BENNETT ET HOCHELAGA
2010,6/23/10,16:32,,,VIAU ET SHERBROOKE
2010,6/23/10,17:40,00876,CHAMPAGNEUR RUELLE ARR,
2010,6/23/10,20:40,,ARGENSON,CENTR
2010,6/24/10,20:00,,ONTARIO,BERRI
2010,6/25/10,13:09,,CHARLEVOIX,WORKMAN
2010,6/25/10,14:10,00999,ST JEAN,LABROSSE
2010,6/25/10,23:38,,,DES PINS ET DUROCHER
2010,6/26/10,12:52,,AYLWIN,HOCHELAGA
2010,6/26/10,18:00,,,FACE AU 980 2E AV
2010,6/26/10,18:15,,PIE IX,ARTHUR CHAMPOUX
2010,6/26/10,21:16,,ROSEMONT,13E AV
2010,6/27/10,10:25,15757,BD GOUIN,
2010,6/27/10,19:00,,BARCLAY,HUDSON
2010,6/28/10,9:30,,,ONTARIO ET CHAMPLAIN
2010,6/28/10,10:40,,BERRI,STE CATHERINE
2010,6/28/10,12:00,01990,GRENET,
2010,6/28/10,19:40,,RACHEL,CLARK
2010,6/29/10,,,BLEURY,STE CATHERINE
2010,6/29/10,0:00,,ST DENIS,RACHEL E
2010,6/29/10,10:58,,ONTARIO,VALOIS
2010,6/29/10,12:20,,ROUSSLIERE,VICTORIA
2010,6/29/10,12:30,00715,PEEL,
2010,6/29/10,17:30,,LAURIER E,CHRISTOPHE COLOMB
2010,6/30/10,11:40,,MAISONNEUVE O,WOOD
2010,6/30/10,16:49,,MONT ROYAL,BOYER
2010,6/30/10,17:02,,COUTURE,LACORDAIRE
2010,6/30/10,17:10,,DE GASPE,DANTE
2010,6/30/10,18:23,04377,ST DENIS,MARIE ANNE
2010,7/1/10,,,ST DENIS,VILLERAY
2010,7/1/10,16:45,,DORVAL,DAWSON
2010,7/2/10,14:40,,DE LA VERENDRYE,STEPHENS
2010,7/2/10,15:05,,,RACHEL ET ST HUBERT
2010,7/2/10,16:30,,ST HUBERT,FAILLON
2010,7/3/10,1:10,07275,SHERBROOKE,
2010,7/3/10,21:50,,,HOCHELAGA DU HAVRE
2010,7/4/10,11:00,,JEAN TALON,AV DU PARC
2010,7/4/10,16:40,,ST JACQUES,GEORGES VANIER
2010,7/5/10,,,CHAMBLY ET RACHEL,
2010,7/5/10,7:50,,DOCTEUR PENFIELD,ATWATER
2010,7/5/10,11:05,07675,ST MICHEL,CREMAZIE
2010,7/5/10,16:05,,LAMOUREUX,AMIENS
2010,7/6/10,0:30,,,PRES DE LANAUDIERE ET GILFORD
2010,7/6/10,11:20,03000,BD RENE LEVESQUE,
2010,7/6/10,12:15,,BALL,BLOOMFIELD
2010,7/6/10,12:52,,LAURIER,DROLET
2010,7/6/10,15:29,01612,CARDINAL,COUGHKY
2010,7/6/10,21:20,,PAPINEAU,DE MAISONNEUVE
2010,7/7/10,0:45,,BERRI,ONTARIO
2010,7/7/10,8:27,,UNIVERSITY,VIGER
2010,7/7/10,17:00,,SHEVCHENKO ET JEAN BRILLON,
2010,7/8/10,12:00,,RACHEL,ST DENIS
2010,7/8/10,14:30,,,IBERVILLE ET DANDURAND
2010,7/8/10,16:30,,RACHEL,DE LA ROCHE
2010,7/8/10,19:25,,,HOCHELAGA ET DESMARTEAU
2010,7/9/10,6:50,,MARLONE,COTE ST ANTOINE
2010,7/9/10,16:07,,RACHEL E,FULLUM
2010,7/9/10,22:15,,SHERBROOKE E,ST GERMAIN
2010,7/9/10,22:40,,SHERBROOKE,PAPINEAU
2010,7/12/10,7:30,,ST URBAIN,ONTARIO
2010,7/12/10,13:03,,GUSTAVE BLEU,HONORE BEUGRAND
2010,7/12/10,16:43,,SOURCE,CHANTECLERC
2010,7/12/10,19:50,,VIGER,ST HUBERT
2010,7/13/10,5:00,,ST GERMAIN,ONTARIO
2010,7/13/10,8:05,,VIGER,ST URBAIN
2010,7/13/10,10:10,03840,ST URBAIN,
2010,7/13/10,11:38,04823,WELLINGTON,
2010,7/13/10,20:33,,QUEEN MANY,DECARIE
2010,7/14/10,8:28,,ST JOSEPH E,CHAMBORD
2010,7/14/10,16:05,,,ROY ET LAVAL
2010,7/14/10,17:25,,WELLINGTON,YOUNG
2010,7/14/10,18:46,,N-D,DVIDSO
2010,7/14/10,19:50,04950,PIE IX,
2010,7/15/10,10:50,,FRANCOIS BOIVIN,LOUIS DUPIRE
2010,7/15/10,12:32,,ATWATER,SHERBROOKE
2010,7/15/10,14:30,,,
2010,7/15/10,16:45,,ST JOSEPH,BERRI
2010,7/16/10,19:10,,NORMANVILLE ET JEAN TALON,
2010,7/17/10,12:05,,,9E RUE ET 12E AV
2010,7/18/10,,08207,PROVENCHER,FACE
2010,7/18/10,0:30,,D ALLET,D ARCS
2010,7/18/10,11:45,,ST PIERRE,ST PIERRE ET RICHMOND
2010,7/18/10,12:44,06415,SHERBROOKE,FACE RESTO PACINI
2010,7/18/10,13:15,,CHRISTOPHE COLOMB,CREMAZIE E
2010,7/18/10,13:48,,ROY,BERRI
2010,7/18/10,15:22,,AUCOIN,MONT JOLI
2010,7/19/10,,,LIEGE,DROLET
2010,7/19/10,15:52,,FULLUM,RACHEL
2010,7/19/10,21:00,,RACHEL,HOGAN
2010,7/19/10,21:10,,,ST DENIS ET BELLECHASSE
2010,7/19/10,22:18,,ST JOSEPH E,DE LA ROCHE
2010,7/20/10,8:40,,BD DE MAISONNEUVE,LAMBERT CLOSSE
2010,7/20/10,11:57,,FORSYTH,54E AV
2010,7/20/10,15:11,,,
2010,7/20/10,18:10,,,BD L ASSOMPTION ET ST ZOTIQUE
2010,7/21/10,16:15,,DE LORIMIER,JEAN TALON
2010,7/21/10,21:45,,SHERBROOKE,ST URBAIN
2010,7/22/10,8:48,,,PAPINEAU ET SHERBROOKE
2010,7/22/10,13:50,,MC GILL COLLEGE,PRESIDENT KENNEDY
2010,7/22/10,21:55,,,PAPINEAU ET ONTARIO
2010,7/22/10,23:10,,,FACE AU 4433 ST DENIS
2010,7/23/10,12:00,,D ARGENSON,CHATEAUGUAY
2010,7/23/10,15:44,,DE MAISONNEUVE O,DU FORT
2010,7/23/10,17:26,03800,QUEEN MARY,
2010,7/23/10,18:00,,,
2010,7/24/10,9:10,,SHERBROOKE,GIROUARD
2010,7/24/10,11:40,,RENE LEVESQUE,HOTEL DE VILLE
2010,7/24/10,16:00,,GUY,STE CATHERINE O
2010,7/25/10,14:30,,STE LAURENT,MARIE ANNE
2010,7/25/10,18:00,,BD LACORDAIRE,DES TULIPES
2010,7/25/10,19:49,,SHERBROOKE O,ADDINGTON
2010,7/25/10,21:35,04075,JEAN TALON O,
2010,7/26/10,6:05,,,BOURBONNIERE ET ROUEN
2010,7/26/10,17:30,,,GUY ET ARGYLE
2010,7/26/10,17:30,,,LANGELIER ET MARSEILLE
2010,7/26/10,20:17,,LAKE,SALABERRY
2010,7/26/10,20:45,,ST JOSPH,24E AV
2010,7/26/10,22:10,,IBERVILLE,HOLT
2010,7/27/10,7:30,,,LIEBERT ET STE CLAIRE
2010,7/27/10,14:00,,DE MAISONNEUVE,ST TIMOTHEE
2010,7/27/10,15:20,,OTTAWA,MONTAGNE
2010,7/27/10,15:55,,CRESCENT,MAISONNEUVE
2010,7/27/10,15:55,,CRESCENT,MAISONNEUVE
2010,7/27/10,17:40,,GRANBY,DE L ESSEP
2010,7/28/10,,06200,JEAN TALON E,JEAN TALON E ET VILLANELE
2010,7/28/10,,00030,PL DU COMMERCE,PL DU COMMERCE
2010,7/28/10,3:15,,AV DU PARC,ST JOSEPH E
2010,7/28/10,16:20,,RACHEL,DE BULLION
2010,7/29/10,,00555,JEAN TALON,LAJEUNESSE
2010,7/29/10,6:35,,,RACHEL ET FRONTENAC
2010,7/29/10,10:10,,,BROADVIEW ET JOHN FISHER
2010,7/29/10,13:10,,,JOLICOEUR ET MONK
2010,7/29/10,17:10,,PARC,DULUTH
2010,7/29/10,23:30,,SALABERRY ET AUT 15 N,
2010,7/30/10,,,VIAU ET ROSEMONT,
2010,7/30/10,0:35,04590,ST DENIS,BIENVILLE
2010,7/31/10,11:20,,LANGHORNE,DUFFERIN
2010,7/31/10,11:40,,AIRLIE,90E AV
2010,7/31/10,13:50,,PAPINEAU ET BELLECHASSE,
2010,7/31/10,19:30,,,CH LAVAL ET DE LA SORBONNE
2010,7/31/10,22:10,,MONT ROYAL,CHRISTOPHE COLOMB
2010,8/1/10,0:30,,JEAN TALON,VIAU
2010,8/1/10,8:14,02151,SHERBROOKE,DES ERABLES
2010,8/1/10,19:00,,WISEMAN,LAJOIE
2010,8/1/10,20:40,08133,CASGRAIN ARR,JARRY
2010,8/2/10,15:10,,HUTCHISON,VAN HORNE
2010,8/2/10,16:10,11835,RACETTE,DE LA GARE
2010,8/2/10,16:15,00476,COTE STE CATHERINE,
2010,8/2/10,17:20,,SAUVE,MEILLEUR
2010,8/2/10,17:42,,ST JOSEPH ET ST ANDRE,
2010,8/2/10,18:40,,STE CATHERINE E,THEODORE
2010,8/3/10,15:50,,,DE L ESPLANADE ET ST VIATEUR O
2010,8/3/10,16:59,,,CHRISTOPHE COLOMB ET CREMAZIE E
2010,8/4/10,20:25,,COTE ST LUC,DECRIE
2010,8/5/10,10:35,,DES ERABLES,GEORGE LECLAIRE
2010,8/5/10,17:10,05025,SHERBROOKE O,
2010,8/6/10,8:30,06265,BOYER,
2010,8/6/10,10:00,,AMHERST,ONTARIO
2010,8/6/10,12:05,00270,CHEVREMONT,
2010,8/6/10,20:10,,CHAMPLAIN,43E AV
2010,8/7/10,11:30,,PAPINEAU,ONTARIO
2010,8/7/10,15:50,,LACORDAIRE,CHARLEROI
2010,8/7/10,20:45,,BELLECHASSE,DES ECORES
2010,8/7/10,23:00,,,ST DENIS ET JARRY
2010,8/8/10,11:20,,RENE LEVESQUE E,AMHERST
2010,8/8/10,12:45,07100,JEAN TALON,DES HALLES
2010,8/8/10,20:10,,,EMILE JOURNAULT ET ANDRE GRASSET
2010,8/9/10,13:30,,ST DENIS ET CREMAZIE,CREMAZIE
2010,8/9/10,15:42,,VOIE SERV 40 E AUT,CH STE MARIE
2010,8/9/10,21:00,,,GUY ET ST ANTOINE
2010,8/10/10,10:55,,,F X PRIEUR ET SALLY
2010,8/11/10,,,ONTARIO,BERRI
2010,8/11/10,1:40,,IBERVILLE,NAFONTAINE
2010,8/11/10,9:10,01509,GALT,ANGERS
2010,8/11/10,16:08,,VILLENEUVE E,HOTEL DE VILLE
2010,8/11/10,21:20,10932,ALFRED FACE,INDUSTRIEL
2010,8/12/10,7:20,,RACHEL,BOURBONNIERE
2010,8/13/10,,,RACHEL,PAPINEAU
2010,8/13/10,12:57,,MASSON,16E AV
2010,8/13/10,15:29,,CHARLEVOIX,GD TRUNK
2010,8/13/10,17:40,,,MT ROYAL ET MENTANA
2010,8/14/10,22:29,,ST VIATEUR ET PARC,
2010,8/16/10,15:10,07964,MAURICE DUPLESSIS,
2010,8/17/10,,,LAURIER E,CHRISTOPHE COLOMB
2010,8/17/10,11:50,06475,HENRI BOURASSA,
2010,8/17/10,13:14,,,VAN HORNE ET DE L ESPLANADE
2010,8/17/10,13:40,,VAN HORNE,DAVAAR
2010,8/17/10,17:22,05304,AV PARC,
2010,8/17/10,18:00,,ATWATER,WORKMAN
2010,8/17/10,18:23,03676,ST DENIS,CHERRIER
2010,8/17/10,19:10,,COTE VERTU,MONTPELLIER
2010,8/17/10,19:15,,ST LAURENT,GUIZOT
2010,8/18/10,,,SHAUGNESSY ET ST MICHEL,
2010,8/18/10,9:09,,CITY COUNCILLERS,SHERBROOKE
2010,8/18/10,10:22,,MAISONNEUVE O,ATWATER
2010,8/18/10,15:25,,MARIE ANNE E,CARTIER
2010,8/18/10,18:20,,ST MICHEL,ST JOSEPH
2010,8/19/10,,,PIE IX,BEAUBIEN
2010,8/19/10,7:50,,ST LAURENT,MARIE ANNE
2010,8/19/10,11:35,,ROUEN,AYLWIN
2010,8/19/10,18:30,,PEEL,MAISONNEUVE O
2010,8/20/10,7:45,,DUTRISAC,ROCHON
2010,8/20/10,14:20,,,FULLUM ET HOCHELAGA
2010,8/20/10,17:10,,,MT ROYAL ET CHRISTOPHE COLOMB
2010,8/20/10,17:15,,HOCHELAGA,ST CLEMENT
2010,8/20/10,18:03,,BOURRET,DECARIE
2010,8/20/10,21:12,00861,CHARLEVOIX,
2010,8/21/10,14:16,,KENSINGTON,SHERBROOKE
2010,8/22/10,11:38,01112,BELLECHASSE,CHRISTOPHE COLOMB
2010,8/23/10,17:23,,LAURIER,DROLET
2010,8/24/10,7:52,05265,PAPINEAU,LAURIER E
2010,8/24/10,9:50,01025,DES PINS O,PEEL
2010,8/24/10,11:49,06290,PARC,BEAUBIEN O
2010,8/24/10,13:30,,DELINELLE,N-D O
2010,8/24/10,14:10,,,PIE IX ET MONSELET
2010,8/24/10,16:40,,THIMENS,MARCEL LAURIN
2010,8/24/10,18:30,,BOYER,EVERETT
2010,8/25/10,10:50,01055,JARRY E,CHRISTOPHE COLOMB
2010,8/25/10,12:00,01350,DAWSON,
2010,8/25/10,14:40,02585,ONTARIO,BERCY
2010,8/25/10,15:00,,ST JOSEPH,DROLET
2010,8/25/10,18:00,,ST ANDRE,ST ZOTIUQE E
2010,8/26/10,8:40,,ONTARIO,DE LA VISITATION
2010,8/26/10,9:10,,VAN HORNE,PRES WISEMAN
2010,8/26/10,12:36,,COTE STE CATHERINE,MCEACHRAN
2010,8/26/10,19:30,,GUY,ST JACQUES
2010,8/26/10,20:02,,5E AV,BANNANTYNE
2010,8/26/10,20:26,,SHERBROOKE O,MARCIL
2010,8/27/10,14:35,,ST HENRI,N-D O
2010,8/27/10,16:20,05875,CH COTE ST ANTOINE,
2010,8/27/10,21:35,,ISABELLA,CLANRANALD
2010,8/28/10,,,SHERBROOKE E,ST DOMINIQUE
2010,8/28/10,13:15,,SHEVCHENKO,BOURSIER
2010,8/28/10,18:11,,,
2010,8/29/10,,,,
2010,8/29/10,2:30,,PONT JACQUES BIZARD,BD GOUIN O
2010,8/29/10,13:55,00285,BD BEACONSFIELD OPPOSE,
2010,8/29/10,15:12,02915,BD ROYAUME,
2010,8/30/10,12:15,,RACHEL,JEANNE D ARC
2010,8/30/10,18:19,,MAISONNEUVE O,METCALFE
2010,8/30/10,18:19,,MAISONNEUVE O,METCALFE
2010,8/31/10,0:05,,ST JACQUES,HARVARD
2010,8/31/10,7:15,04256,ST URBAIN,
2010,8/31/10,7:15,,WESTMINSTER,NELSON
2010,8/31/10,7:31,,,ST ZOTIQUE ET LOUIS HEMON
2010,8/31/10,9:05,,,NERE LEVESQUE ET LORIMIER
2010,8/31/10,18:11,01815,AYLWIN,DE LAFONTAINE
2010,8/31/10,20:05,05055,CH COTE ST LUC,
2010,9/1/10,11:48,,MAISONNEUVE O,PEEL
2010,9/1/10,15:10,,ONTARIO,PANET
2010,9/1/10,19:10,,,HOCHELAGA ET DICKSON
2010,9/2/10,9:45,,,SHERBROOKE ET L ASSOMPTION
2010,9/2/10,13:49,,,ROUEN DARLING
2010,9/2/10,15:26,,CREMAZIE E,CHRISTOPHE COLOMB
2010,9/2/10,16:55,,PARC AVE,BERNARD O
2010,9/2/10,19:20,,RENE LEVESQUE,DRUMMOND
2010,9/2/10,19:28,,MASSON,D ORLEANS
2010,9/3/10,4:19,,,
2010,9/3/10,6:55,,ST MICHEL,VILLERAY
2010,9/3/10,16:00,,ST ZOTIQUE,DE LORIMIER
2010,9/4/10,,,JARRY,CHRISTOPHE COLOMB
2010,9/4/10,14:14,,BD GOUIN,ALEXANDRE
2010,9/4/10,20:02,,ST ZOTIQUE,PAPINEAU
2010,9/6/10,15:02,,DANDURAND,9E AV
2010,9/7/10,,02369,ST ZOTIQUE,
